field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
7229,19_01_31_5,Riparian 2,Pycnonotus,30,00:01:21,08:01:21 AM,A,NA
7230,19_01_31_5,Riparian 2,NA,35,00:01:50,08:01:50 AM,A,NA
7231,19_01_31_5,Riparian 2,Grey-chested Jungle Flycatcher,10,00:06:46,08:06:46 AM,A,NA
7232,19_01_31_5,Riparian 2,Little Spiderhunter,3,00:17:27,08:17:27 AM,A,NA
7233,19_01_31_5,Riparian 2,Little Spiderhunter,4,00:17:27,08:17:27 AM,A,NA
7234,19_01_31_5,Riparian 2,White-crowned Forktail,13,00:18:33,08:18:33 AM,A,NA
7235,19_01_31_5,Riparian 2,Little Spiderhunter,12,00:19:11,08:19:11 AM,A,NA
7236,19_01_31_6,Riparian 2,Dicaeidae,25,00:07:00,09:07:00 AM,A,NA
7237,19_01_31_6,Riparian 2,Brown Barbet,35,00:11:38,09:11:38 AM,A,NA
7238,19_01_31_6,Riparian 2,Spectacled Bulbul,25,00:11:47,09:11:47 AM,A,NA
7239,19_01_31_6,Riparian 2,Bornean Spiderhunter,25,NA,NA,A,NA
7240,19_01_31_6,Riparian 2,Little Spiderhunter,10,NA,NA,A,NA
7241,19_02_01_1,OP Belian,Yellow-bellied Prinia,17,00:00:19,12:19:19 PM,A,NA
7242,19_02_01_1,OP Belian,Rufous-tailed Tailorbird,20,00:00:32,12:19:32 PM,A,NA
7243,19_02_01_1,OP Belian,Bold-striped Tit-babbler,40,00:01:27,12:20:27 PM,A,NA
7244,19_02_01_1,OP Belian,Yellow-bellied Prinia,25,00:02:24,12:21:24 PM,A,NA
7245,19_02_01_1,OP Belian,Yellow-bellied Prinia,20,00:02:55,12:21:55 PM,A,NA
7246,19_02_01_1,OP Belian,Striated Grassbird,20,00:10:48,12:29:48 PM,A,NA
7247,19_02_01_1,OP Belian,Yellow-vented Bulbul,7,00:11:21,12:30:21 PM,A,NA
7248,19_02_01_1,OP Belian,Malaysian Pied Fantail,25,00:11:39,12:30:39 PM,A,NA
7249,19_02_01_2,OP Belian,Striated Grassbird,25,00:00:22,01:00:22 PM,A,NA
7250,19_02_01_2,OP Belian,Yellow-bellied Prinia,7,00:00:23,01:00:23 PM,A,NA
7251,19_02_01_2,OP Belian,Human noise,80,00:00:29,01:00:29 PM,A,rooster
7252,19_02_01_2,OP Belian,Yellow-bellied Prinia,25,00:00:36,01:00:36 PM,A,NA
7253,19_02_01_2,OP Belian,Yellow-bellied Prinia,30,00:00:40,01:00:40 PM,A,NA
7254,19_02_01_2,OP Belian,Oriental Magpie Robin,45,00:00:45,01:00:45 PM,A,NA
7255,19_02_01_2,OP Belian,Bold-striped Tit-babbler,35,00:01:21,01:01:21 PM,A,NA
7256,19_02_01_2,OP Belian,Blue-crowned Hanging Parrot,8,00:02:07,01:02:07 PM,A,NA
7257,19_02_01_2,OP Belian,Yellow-vented Bulbul,NA,00:05:19,01:05:19 PM,A,NA
7258,19_02_01_2,OP Belian,Striated Grassbird,8,00:13:21,01:13:21 PM,A,NA
7259,19_02_01_2,OP Belian,Bold-striped Tit-babbler,25,00:13:23,01:13:23 PM,A,NA
7260,19_02_01_2,OP Belian,Yellow-vented Bulbul,7,00:14:16,01:14:16 PM,A,NA
7261,19_02_01_3,OP Belian,Yellow-vented Bulbul,10,00:05:16,02:05:16 PM,A,NA
7262,19_02_01_3,OP Belian,Bold-striped Tit-babbler,8,00:05:23,02:05:23 PM,A,NA
7263,19_02_01_3,OP Belian,Striated Grassbird,18,00:05:53,02:05:53 PM,A,NA
7264,19_02_01_3,OP Belian,Plaintive Cuckoo,30,00:09:19,02:09:19 PM,A,NA
7265,19_02_01_3,OP Belian,Yellow-bellied Prinia,15,00:09:37,02:09:37 PM,A,NA
7266,19_02_01_3,OP Belian,Malaysian Pied Fantail,15,00:12:09,02:12:09 PM,A,NA
7267,19_02_01_3,OP Belian,Yellow-vented Bulbul,15,00:12:25,02:12:25 PM,A,NA
7268,19_02_01_3,OP Belian,NA,NA,NA,NA,NA,NA
7269,19_02_01_4,OP Belian,Striated Grassbird,20,00:00:58,03:00:58 PM,A,NA
7270,19_02_01_4,OP Belian,Yellow-vented Bulbul,12,00:01:09,03:01:09 PM,A,NA
7271,19_02_01_4,OP Belian,Bold-striped Tit-babbler,20,00:01:37,03:01:37 PM,A,NA
7272,19_02_01_4,OP Belian,Rufous-tailed Tailorbird,35,00:01:46,03:01:46 PM,A,NA
7273,19_02_01_4,OP Belian,House Gecko,6,00:01:47,03:01:47 PM,A,NA
7274,19_02_01_4,OP Belian,Bold-striped Tit-babbler,30,00:02:24,03:02:24 PM,A,NA
7275,19_02_01_4,OP Belian,Yellow-bellied Prinia,10,00:02:28,03:02:28 PM,A,NA
7276,19_02_01_4,OP Belian,Yellow-bellied Prinia,10,00:02:44,03:02:44 PM,A,NA
7277,19_02_01_4,OP Belian,Striated Grassbird,12,00:03:24,03:03:24 PM,A,NA
7278,19_02_01_4,OP Belian,Yellow-bellied Prinia,20,00:03:36,03:03:36 PM,A,NA
7279,19_02_01_4,OP Belian,Yellow-vented Bulbul,7,00:04:09,03:04:09 PM,AV,NA
7280,19_02_01_4,OP Belian,Chestnut Munia,10,00:05:39,03:05:39 PM,A,NA
7281,19_02_01_4,OP Belian,Spotted Dove,30,00:05:39,03:05:39 PM,A,NA
7282,19_02_01_4,OP Belian,House Gecko,7,00:05:50,03:05:50 PM,A,NA
7283,19_02_01_4,OP Belian,Oriental Magpie Robin,15,00:08:33,03:08:33 PM,A,NA
7284,19_02_01_4,OP Belian,Yellow-vented Bulbul,7,00:19:07,03:19:07 PM,V,NA
7285,19_02_01_4,OP Belian,Yellow-vented Bulbul,30,NA,NA,A,NA
7286,19_02_01_5,OP Belian,Yellow-bellied Prinia,15,00:00:01,04:00:01 PM,A,NA
7287,19_02_01_5,OP Belian,Yellow-vented Bulbul,10,00:00:09,04:00:09 PM,A,NA
7288,19_02_01_5,OP Belian,Striated Grassbird,10,00:00:16,04:00:16 PM,A,NA
7289,19_02_01_5,OP Belian,Yellow-vented Bulbul,15,00:00:57,04:00:57 PM,A,NA
7290,19_02_01_5,OP Belian,Asian Glossy Starling,10,00:01:18,04:01:18 PM,A,NA
7291,19_02_01_5,OP Belian,Lesser Coucal,35,00:01:43,04:01:43 PM,A,NA
7292,19_02_01_5,OP Belian,Chestnut Munia,10,00:01:46,04:01:46 PM,V,NA
7293,19_02_01_5,OP Belian,Chestnut Munia,10,00:01:46,04:01:46 PM,V,NA
7294,19_02_01_5,OP Belian,Chestnut Munia,10,00:01:46,04:01:46 PM,V,NA
7295,19_02_01_5,OP Belian,Yellow-bellied Prinia,15,00:02:46,04:02:46 PM,A,NA
7296,19_02_01_5,OP Belian,Malaysian Pied Fantail,15,00:05:16,04:05:16 PM,A,NA
7297,19_02_01_5,OP Belian,Oriental Magpie Robin,20,00:06:12,04:06:12 PM,A,NA
7298,19_02_01_5,OP Belian,Pacific Swallow,17,00:09:23,04:09:23 PM,A,NA
7299,19_02_01_5,OP Belian,Pacific Swallow,17,00:09:23,04:09:23 PM,A,NA
7300,19_02_01_5,OP Belian,Pacific Swallow,17,00:09:23,04:09:23 PM,A,NA
7301,19_02_01_5,OP Belian,House Gecko,3,00:10:05,04:10:05 PM,A,NA
7302,19_02_01_5,OP Belian,House Gecko,7,00:10:20,04:10:20 PM,A,NA
7303,19_02_01_5,OP Belian,Spotted Dove,20,00:12:21,04:12:21 PM,A,NA
7304,19_02_01_5,OP Belian,Greater Coucal,40,00:19:56,04:19:56 PM,A,NA
7305,19_02_01_6,OP Belian,Yellow-bellied Prinia,NA,00:00:00,05:00:00 PM,A,NA
7306,19_02_01_6,OP Belian,Yellow-bellied Prinia,5,00:00:33,05:00:33 PM,A,NA
7307,19_02_01_6,OP Belian,Spotted Dove,25,00:00:57,05:00:57 PM,A,NA
7308,19_02_01_6,OP Belian,Rufous-tailed Tailorbird,30,00:01:09,05:01:09 PM,A,NA
7309,19_02_01_6,OP Belian,House Gecko,11,00:01:44,05:01:44 PM,A,NA
7310,19_02_01_6,OP Belian,Blue-crowned Hanging Parrot,15,00:02:18,05:02:18 PM,A,NA
7311,19_02_01_6,OP Belian,Chestnut Munia,15,00:02:39,05:02:39 PM,A,NA
7312,19_02_01_6,OP Belian,Yellow-vented Bulbul,20,00:02:54,05:02:54 PM,A,NA
7313,19_02_01_6,OP Belian,Bold-striped Tit-babbler,30,00:05:43,05:05:43 PM,A,NA
7314,19_02_01_6,OP Belian,Bold-striped Tit-babbler,30,00:05:43,05:05:43 PM,A,NA
7315,19_02_01_6,OP Belian,Bold-striped Tit-babbler,30,00:05:43,05:05:43 PM,A,NA
7316,19_02_01_6,OP Belian,Yellow-vented Bulbul,7,00:05:44,05:05:44 PM,A,NA
7317,19_02_01_6,OP Belian,Greater Coucal,40,00:07:14,05:07:14 PM,A,NA
7318,19_02_01_6,OP Belian,Striated Grassbird,10,00:08:11,05:08:11 PM,A,NA
7319,19_02_01_6,OP Belian,House Gecko,10,00:09:00,05:09:00 PM,A,NA
7320,19_02_01_6,OP Belian,Yellow-bellied Prinia,10,00:09:00,05:09:00 PM,A,NA
7321,19_02_01_6,OP Belian,Pacific Swallow,NA,00:11:45,05:11:45 PM,V,NA
7322,19_02_01_6,OP Belian,Pacific Swallow,NA,00:11:45,05:11:45 PM,V,NA
7323,19_02_01_6,OP Belian,Pacific Swallow,NA,00:11:45,05:11:45 PM,V,NA
7324,19_02_01_6,OP Belian,House Gecko,3,00:14:38,05:14:38 PM,A,NA
7325,19_02_01_6,OP Belian,House Gecko,6,00:16:07,05:16:07 PM,A,NA
7326,19_02_01_6,OP Belian,Spotted Dove,10,00:16:28,05:16:28 PM,A,NA
7327,19_02_01_6,OP Belian,Greater Coucal,40,00:17:09,05:17:09 PM,A,NA
7328,19_02_01_6,OP Belian,Bold-striped Tit-babbler,NA,NA,NA,A,NA
7329,19_02_01_6,OP Belian,Striated Grassbird,NA,NA,NA,A,NA
7330,19_02_01_6,OP Belian,Yellow-vented Bulbul,NA,NA,NA,A,NA
7331,19_02_02_1,VJR 2,Dark-throated Oriole,25,00:00:00,08:00:00 AM,A,NA
7332,19_02_02_1,VJR 2,Dark-throated Oriole,30,00:00:00,08:00:00 AM,A,NA
7333,19_02_02_1,VJR 2,Little Spiderhunter,12,00:00:09,08:00:09 AM,A,NA
7334,19_02_02_1,VJR 2,Dicaeidae,35,00:00:10,08:00:10 AM,A,NA
7335,19_02_02_1,VJR 2,Plaintive Cuckoo,30,00:00:16,08:00:16 AM,A,NA
7336,19_02_02_1,VJR 2,Black Hornbill,60,00:00:21,08:00:21 AM,A,NA
7337,19_02_02_1,VJR 2,Yellow-crowned Barbet,50,00:00:23,08:00:23 AM,A,NA
7338,19_02_02_1,VJR 2,NA,25,00:00:45,08:00:45 AM,A,tswit tswit
7339,19_02_02_1,VJR 2,Chestnut-winged Babbler,35,00:01:07,08:01:07 AM,A,NA
7340,19_02_02_1,VJR 2,NA,50,00:01:18,08:01:18 AM,A,NA
7341,19_02_02_1,VJR 2,NA,35,00:01:29,08:01:29 AM,A,tsiiii high-pitched
7342,19_02_02_1,VJR 2,Slender-billed Crow,100,00:01:52,08:01:52 AM,A,NA
7343,19_02_02_1,VJR 2,Chestnut-backed Scimitar Babbler,40,00:02:04,08:02:04 AM,A,NA
7344,19_02_02_1,VJR 2,Bornean Gibbon,400,00:02:34,08:02:34 AM,A,throughout point count
7345,19_02_02_1,VJR 2,Dark-necked Tailorbird,30,00:03:53,08:03:53 AM,A,NA
7346,19_02_02_1,VJR 2,Greater Green Leafbird,35,00:04:26,08:04:26 AM,A,also on 4:38
7347,19_02_02_1,VJR 2,Yellow-rumped Flowerpecker,15,00:08:30,08:08:30 AM,A,NA
7348,19_02_02_1,VJR 2,Little Spiderhunter,9,00:08:54,08:08:54 AM,V,NA
7349,19_02_02_1,VJR 2,Little Spiderhunter,15,00:09:16,08:09:16 AM,A,NA
7350,19_02_02_1,VJR 2,Greater Coucal,40,00:10:12,08:10:12 AM,A,NA
7351,19_02_02_1,VJR 2,Black-and-yellow Broadbill,35,00:11:18,08:11:18 AM,A,kheeeee
7352,19_02_02_1,VJR 2,Bornean Gibbon,300,00:11:50,08:11:50 AM,A,NA
7353,19_02_02_1,VJR 2,Buff-vented Bulbul,25,00:13:31,08:13:31 AM,A,NA
7354,19_02_02_1,VJR 2,Dicaeidae,30,00:14:15,08:14:15 AM,A,Tsi-si-si-si-si-si
7355,19_02_02_1,VJR 2,Asian Fairy Bluebird,30,00:16:12,08:16:12 AM,A,NA
7356,19_02_02_1,VJR 2,Golden-whiskered Barbet,60,00:16:56,08:16:56 AM,A,NA
7357,19_02_02_1,VJR 2,Moustached Hawk-cuckoo,35,00:17:23,08:17:23 AM,A,NA
7358,19_02_02_1,VJR 2,Black-crowned Pitta,40,00:18:23,08:18:23 AM,A,NA
7359,19_02_02_1,VJR 2,Little Spiderhunter,8,00:19:01,08:19:01 AM,A,NA
7360,19_02_02_2,VJR 2,Bornean Gibbon,500,00:00:00,09:00:00 AM,A,NA
7361,19_02_02_2,VJR 2,Chestnut-winged Babbler,30,00:00:00,09:00:00 AM,A,NA
7362,19_02_02_2,VJR 2,Smiths Giant Gecko,25,00:00:20,09:00:20 AM,A,NA
7363,19_02_02_2,VJR 2,Chestnut-winged Babbler,25,00:00:23,09:00:23 AM,A,NA
7364,19_02_02_2,VJR 2,Chestnut-winged Babbler,25,00:00:23,09:00:23 AM,A,NA
7365,19_02_02_2,VJR 2,White-crowned Shama,40,00:00:35,09:00:35 AM,A,"also at 8:55, 10:26, 11:56, 12:41"
7366,19_02_02_2,VJR 2,Little Spiderhunter,14,00:01:06,09:01:06 AM,A,NA
7367,19_02_02_2,VJR 2,Little Spiderhunter,14,00:01:06,09:01:06 AM,A,NA
7368,19_02_02_2,VJR 2,Van Hasselt's Sunbird,28,00:02:50,09:02:50 AM,A,NA
7369,19_02_02_2,VJR 2,Brown Fulvetta,40,00:02:56,09:02:56 AM,A,NA
7370,19_02_02_2,VJR 2,Spectacled Bulbul,12,00:03:36,09:03:36 AM,A,NA
7371,19_02_02_2,VJR 2,Spectacled Bulbul,12,00:03:36,09:03:36 AM,A,NA
7372,19_02_02_2,VJR 2,Chestnut-backed Scimitar Babbler,40,00:03:52,09:03:52 AM,A,NA
7373,19_02_02_2,VJR 2,NA,40,00:04:08,09:04:08 AM,A,kheeeeeiiii
7374,19_02_02_2,VJR 2,Little Spiderhunter,15,00:04:44,09:04:44 AM,A,NA
7375,19_02_02_2,VJR 2,Fluffy-backed Tit-babbler,40,00:05:58,09:05:58 AM,A,NA
7376,19_02_02_2,VJR 2,Moustached Hawk-cuckoo,35,00:07:16,09:07:16 AM,A,NA
7377,19_02_02_2,VJR 2,Bushy-crested Hornbill,60,00:07:24,09:07:24 AM,A,also at 14:33
7378,19_02_02_2,VJR 2,NA,25,00:07:49,09:07:49 AM,A,Kheeeu = oriole/hairy-backed bulbul?. Also at 14:13
7379,19_02_02_2,VJR 2,Blue-eared Barbet,40,00:09:48,09:09:48 AM,A,NA
7380,19_02_02_2,VJR 2,Little Spiderhunter,5,00:09:57,09:09:57 AM,A,NA
7381,19_02_02_2,VJR 2,Little Spiderhunter,10,00:15:15,09:15:15 AM,A,NA
7382,19_02_02_2,VJR 2,Pycnonotus,28,00:16:24,09:16:24 AM,A,Piequicklip = spectacled bulbul? Also at 19:00 very close
7383,19_02_02_2,VJR 2,Blue-eared Barbet,40,00:17:43,09:17:43 AM,A,NA
7384,19_02_02_2,VJR 2,NA,28,00:19:23,09:19:23 AM,A,djew djew … 
7385,19_02_02_2,VJR 2,Little Spiderhunter,4,00:19:33,09:19:33 AM,A,flew through
7386,19_02_02_3,VJR 2,Ashy Tailorbird,NA,00:00:00,10:00:00 AM,A,NA
7387,19_02_02_3,VJR 2,Little Spiderhunter,NA,00:00:07,10:00:07 AM,A,NA
7388,19_02_02_3,VJR 2,White-crowned Shama,15,00:00:13,10:00:13 AM,V,NA
7389,19_02_02_3,VJR 2,NA,NA,00:00:20,10:00:20 AM,A,kheei khei khei; maybe raquet-tailed drongo
7390,19_02_02_3,VJR 2,Rufous-fronted Babbler,NA,00:00:35,10:00:35 AM,A,NA
7391,19_02_02_3,VJR 2,Chestnut-winged Babbler,NA,00:00:51,10:00:51 AM,A,NA
7392,19_02_02_3,VJR 2,Hairy-backed Bulbul,NA,00:00:59,10:00:59 AM,A,NA
7393,19_02_02_3,VJR 2,Fluffy-backed Tit-babbler,NA,00:01:08,10:01:08 AM,A,NA
7394,19_02_02_3,VJR 2,Great Argus,NA,00:01:13,10:01:13 AM,A,NA
7395,19_02_02_3,VJR 2,NA,7,00:02:30,10:02:30 AM,V,Tshiii = SB crimson/scarlet
7396,19_02_02_3,VJR 2,Moustached Hawk-cuckoo,35,00:04:41,10:04:41 AM,A,NA
7397,19_02_02_3,VJR 2,Little Spiderhunter,NA,00:05:34,10:05:34 AM,A,NA
7398,19_02_02_3,VJR 2,Van Hasselt's Sunbird,NA,00:06:26,10:06:26 AM,A,NA
7399,19_02_02_3,VJR 2,Helmeted Hornbill,100,00:07:57,10:07:57 AM,A,NA
7400,19_02_02_3,VJR 2,Dicaeidae,25,00:08:30,10:08:30 AM,A,NA
7401,19_02_02_3,VJR 2,NA,NA,00:09:00,10:09:00 AM,A,Wren-babbler?
7402,19_02_02_3,VJR 2,NA,NA,00:09:20,10:09:20 AM,A,mammal
7403,19_02_02_3,VJR 2,Golden-whiskered Barbet,40,00:09:41,10:09:41 AM,A,NA
7404,19_02_02_3,VJR 2,Blue-eared Barbet,30,00:11:40,10:11:40 AM,A,NA
7405,19_02_02_3,VJR 2,Yellow-crowned Barbet,50,00:14:34,10:14:34 AM,A,NA
7406,19_02_02_3,VJR 2,Great Argus,200,00:15:10,10:15:10 AM,A,NA
7407,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7408,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7409,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7410,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7411,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7412,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7413,19_02_02_3,VJR 2,Bushy-crested Hornbill,60,00:16:37,10:16:37 AM,A,NA
7414,19_02_02_3,VJR 2,Fluffy-backed Tit-babbler,15,00:17:45,10:17:45 AM,A,NA
7415,19_02_02_3,VJR 2,Fluffy-backed Tit-babbler,15,00:17:45,10:17:45 AM,A,NA
7416,19_02_02_3,VJR 2,Chestnut-winged Babbler,10,NA,NA,V,NA
7417,19_02_02_3,VJR 2,Chestnut-winged Babbler,10,NA,NA,V,NA
7418,19_02_02_3,VJR 2,Short-tailed Babbler,8,NA,NA,V,NA
7419,19_02_02_3,VJR 2,Short-tailed Babbler,8,NA,NA,V,NA
7420,19_02_02_4,VJR 2,Bornean Gibbon,100,00:00:00,11:00:00 AM,A,NA
7421,19_02_02_4,VJR 2,Maroon-breasted Philentoma,20,00:00:09,11:00:09 AM,A,NA
7422,19_02_02_4,VJR 2,Maroon-breasted Philentoma,20,00:00:09,11:00:09 AM,A,NA
7423,19_02_02_4,VJR 2,Little Spiderhunter,15,00:00:16,11:00:16 AM,A,NA
7424,19_02_02_4,VJR 2,Spectacled Bulbul,25,00:01:16,11:01:16 AM,A,NA
7425,19_02_02_4,VJR 2,Spectacled Bulbul,25,00:01:16,11:01:16 AM,A,NA
7426,19_02_02_4,VJR 2,Brown Fulvetta,40,00:01:23,11:01:23 AM,A,NA
7427,19_02_02_4,VJR 2,Fluffy-backed Tit-babbler,30,00:01:37,11:01:37 AM,A,NA
7428,19_02_02_4,VJR 2,Great Argus,150,00:01:48,11:01:48 AM,A,NA
7429,19_02_02_4,VJR 2,Black-naped Monarch,7,00:02:35,11:02:35 AM,V,NA
7430,19_02_02_4,VJR 2,Black-naped Monarch,7,00:02:35,11:02:35 AM,V,NA
7431,19_02_02_4,VJR 2,Oriental Dwarf Kingfisher,10,00:02:45,11:02:45 AM,A,NA
7432,19_02_02_4,VJR 2,Chestnut-winged Babbler,40,00:03:44,11:03:44 AM,A,NA
7433,19_02_02_4,VJR 2,Van Hasselt's Sunbird,25,00:04:02,11:04:02 AM,A,NA
7434,19_02_02_4,VJR 2,Yellow-crowned Barbet,45,00:04:14,11:04:14 AM,A,NA
7435,19_02_02_4,VJR 2,Little Spiderhunter,25,00:05:40,11:05:40 AM,A,NA
7436,19_02_02_4,VJR 2,Orthotomus,40,00:15:36,11:15:36 AM,A,NA
7437,19_02_02_4,VJR 2,Pycnonotus,30,00:17:21,11:17:21 AM,A,piequicklip
7438,19_02_02_4,VJR 2,Helmeted Hornbill,200,00:19:19,11:19:19 AM,A,NA
7439,19_02_15_1,D Matrix,Tree Hole Frog,30,00:00:00,09:00:00 PM,A,Calls throughout PC
7440,19_02_15_1,D Matrix,NA,0,00:01:05,09:01:05 PM,NA,NA
7441,19_02_15_1,D Matrix,Smiths Giant Gecko,15,00:17:20,09:17:20 PM,A,NA
7442,19_02_15_1,D Matrix,Human noise,100,00:17:36,09:17:36 PM,NA,Vehicle
7443,19_02_15_2,D Matrix,Tree Hole Frog,30,00:00:00,10:00:00 PM,A,Calls throughout PC
7444,19_02_15_2,D Matrix,NA,0,00:03:20,10:03:20 PM,NA,NA
7445,19_02_15_2,D Matrix,Smiths Giant Gecko,30,00:06:01,10:06:01 PM,A,NA
7446,19_02_15_2,D Matrix,Grass Frog,25,00:12:51,10:12:51 PM,A,NA
7447,19_02_15_2,D Matrix,Cinnamon Frog,20,00:16:25,10:16:25 PM,A,NA
7448,19_02_15_3,D Matrix,Tree Hole Frog,30,00:00:00,11:00:00 PM,A,Calls throughout PC
7449,19_02_15_3,D Matrix,White-lipped Frog,20,00:02:40,11:02:40 PM,A,Calls throughout PC
7450,19_02_15_3,D Matrix,Cinnamon Frog,20,00:10:10,11:10:10 PM,A,Calls throughout PC
7451,19_02_15_3,D Matrix,Smiths Giant Gecko,30,00:10:25,11:10:25 PM,A,Also at 17:10
7452,19_02_15_4,D Matrix,Tree Hole Frog,30,00:00:00,12:00:00 AM,A,Calls throughout PC
7453,19_02_15_4,D Matrix,White-lipped Frog,20,00:01:38,12:01:38 AM,A,Calls throughout PC
7454,19_02_15_4,D Matrix,Cinnamon Frog,20,00:01:45,12:01:45 AM,A,Calls throughout PC
7455,19_02_15_4,D Matrix,Human noise,100,00:16:50,12:16:50 AM,NA,Shooting
7456,19_02_15_4,D Matrix,Bornean Orang-utan,50,00:17:13,12:17:13 AM,NA,NA
7457,19_02_15_5,D Matrix,Tree Hole Frog,30,00:00:00,01:00:00 AM,A,Calls throughout PC
7458,19_02_15_5,D Matrix,Bird,15,00:07:59,01:07:59 AM,A,NA
7459,19_02_15_5,D Matrix,White-lipped Frog,20,00:10:06,01:10:06 AM,A,Calls throughout PC
7460,19_02_15_6,D Matrix,Tree Hole Frog,30,00:00:00,02:00:00 AM,A,Calls throughout PC
7461,19_02_15_6,D Matrix,White-lipped Frog,20,00:01:46,02:01:46 AM,A,Calls throughout PC
7462,19_02_15_6,D Matrix,Bird,15,00:02:38,02:02:38 AM,A,"Whoo! , calls throughout PC"
7463,19_02_19_1,OP Belian,Insect,3,00:00:20,06:15:20 PM,A,"Short rattling sound, also at 1:02 & 3:05"
7464,19_02_19_1,OP Belian,Human noise,10,00:00:26,06:15:26 PM,NA,NA
7465,19_02_19_1,OP Belian,Yellow-bellied Prinia,10,00:00:28,06:15:28 PM,A,NA
7466,19_02_19_1,OP Belian,Yellow-bellied Prinia,20,00:01:40,06:16:40 PM,A,NA
7467,19_02_19_1,OP Belian,Cricket Frog,25,00:02:08,06:17:08 PM,A,NA
7468,19_02_19_1,OP Belian,House Gecko,15,00:03:29,06:18:29 PM,A,Also at 09:40 & 14:30
7469,19_02_19_1,OP Belian,Yellow-bellied Prinia,10,00:05:21,06:20:21 PM,A,NA
7470,19_02_19_1,OP Belian,Bird,10,00:07:11,06:22:11 PM,A,NA
7471,19_02_19_1,OP Belian,Bird,20,00:07:11,06:22:11 PM,A,NA
7472,19_02_19_1,OP Belian,Human noise,NA,00:08:41,06:23:41 PM,NA,Airplane
7473,19_02_19_1,OP Belian,Human noise,NA,00:10:00,06:25:00 PM,NA,NA
7474,19_02_19_1,OP Belian,Bold-striped Tit-babbler,20,00:10:11,06:25:11 PM,A,NA
7475,19_02_19_1,OP Belian,Human noise,NA,00:11:40,06:26:40 PM,NA,NA
7476,19_02_19_1,OP Belian,House Gecko,10,00:12:31,06:27:31 PM,A,NA
7477,19_02_19_1,OP Belian,House Gecko,5,00:16:37,06:31:37 PM,A,Also at 19:36
7478,19_02_19_2,OP Belian,Human noise,NA,00:00:25,07:00:25 PM,NA,NA
7479,19_02_19_2,OP Belian,House Gecko,10,00:02:35,07:02:35 PM,A,Also at 11:27
7480,19_02_19_2,OP Belian,House Gecko,15,00:04:48,07:04:48 PM,A,NA
7481,19_02_19_2,OP Belian,House Gecko,1,00:13:00,07:13:00 PM,A,NA
7482,19_02_19_2,OP Belian,House Gecko,5,00:13:00,07:13:00 PM,A,NA
7483,19_02_19_2,OP Belian,House Gecko,15,00:13:00,07:13:00 PM,A,NA
7484,19_02_19_2,OP Belian,Human noise,NA,00:16:30,07:16:30 PM,NA,NA
7485,19_02_19_2,OP Belian,House Gecko,5,00:19:20,07:19:20 PM,A,NA
7486,19_02_19_3,OP Belian,House Gecko,5,00:05:16,08:05:16 PM,A,Also at 15:18 & 19:30
7487,19_02_19_3,OP Belian,House Gecko,10,00:08:18,08:08:18 PM,A,NA
7488,19_02_19_3,OP Belian,House Gecko,20,00:10:55,08:10:55 PM,A,NA
7489,19_02_19_3,OP Belian,Human noise,NA,00:13:30,08:13:30 PM,NA,NA
7490,19_02_19_4,OP Belian,House Gecko,1,00:03:40,09:03:40 PM,A,Also at 17:45
7491,19_02_19_4,OP Belian,House Gecko,10,00:05:35,09:05:35 PM,A,NA
7492,19_02_19_4,OP Belian,House Gecko,15,00:14:26,09:14:26 PM,A,NA
7493,19_02_19_4,OP Belian,Human noise,NA,00:16:25,09:16:25 PM,NA,NA
7494,19_02_19_5,OP Belian,House Gecko,1,00:00:47,10:00:47 PM,A,Also at 17:15
7495,19_02_19_5,OP Belian,House Gecko,15,00:01:57,10:01:57 PM,A,Also at0 4:55 & 11:17
7496,19_02_19_5,OP Belian,House Gecko,10,00:02:13,10:02:13 PM,A,Also at 19:00
7497,19_02_19_5,OP Belian,House Gecko,2,00:10:59,10:10:59 PM,A,Also at 19:08
7498,19_02_19_6,OP Belian,House Gecko,15,00:05:36,11:05:36 PM,A,Also 07:07 & 12:20
7499,19_02_19_6,OP Belian,House Gecko,10,00:07:24,11:07:24 PM,A,Also 10:45
7500,19_02_20_1,OP3 843,House Gecko,15,00:00:04,06:00:04 PM,A,Also at 0:38 & 14:05
7501,19_02_20_1,OP3 843,House Gecko,5,00:00:52,06:00:52 PM,A,Also at 05:06 & 13:57
7502,19_02_20_1,OP3 843,Human noise,NA,00:04:00,06:04:00 PM,NA,NA
7503,19_02_20_1,OP3 843,House Gecko,10,00:04:46,06:04:46 PM,A,Also at 14:18
7504,19_02_20_1,OP3 843,Human noise,NA,00:05:41,06:05:41 PM,NA,Lorry honk
7505,19_02_20_1,OP3 843,Bird,25,00:11:20,06:11:20 PM,A,Cuckoo!
7506,19_02_20_1,OP3 843,Human noise,NA,00:16:40,06:16:40 PM,NA,NA
